kind,role,element,fingerprint,segments,styles,example_files
PERFORMANCE,BASS,Variation 4,ea7b289debdb2813,2,2,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid""]"
PERFORMANCE,PERC,Variation 3,a00490dcc00a2aa5,2,2,"[""Factory Styles/German Waltz 1.mid"",""Factory Styles/German Waltz 2.mid""]"
PERFORMANCE,BASS,Variation 4,73b384e6a6e5ef0e,2,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/German Waltz 3.mid""]"
PERFORMANCE,ACC1,Variation 4,21a594049c33e3a5,2,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,ACC4,Break,fdd1fc8f7d893f1c,2,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,ACC1,Variation 1,c8173d3db1b54497,2,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,ACC1,Variation 2,9e4d95d6865b228b,2,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,ACC2,Variation 2,aedd3b15a9692bb4,2,2,"[""Factory Styles/German Waltz 2.mid"",""Factory Styles/Oberkr_ Waltz 1.mid""]"
PERFORMANCE,DRUM,Ending 3,b5616d38764b1090,2,2,"[""Factory Styles/Gospel Swing.mid"",""Factory Styles/Gospel.mid""]"
PERFORMANCE,ACC1,Ending 3,e9a3d73a97c35f67,2,2,"[""Factory Styles/Gospel Swing.mid"",""Factory Styles/Gospel.mid""]"
PERFORMANCE,DRUM,Ending 3,c0ff437f41ffa8d5,2,2,"[""Factory Styles/Gospel Swing.mid"",""Factory Styles/Gospel.mid""]"
PERFORMANCE,BASS,Ending 3,8debff859b076690,2,2,"[""Factory Styles/Gospel Swing.mid"",""Factory Styles/Gospel.mid""]"
PERFORMANCE,ACC1,Ending 3,0937c6c74f34ab97,2,2,"[""Factory Styles/Gospel Swing.mid"",""Factory Styles/Gospel.mid""]"
PERFORMANCE,ACC2,Ending 3,8d93469037109dcd,2,2,"[""Factory Styles/Gospel Swing.mid"",""Factory Styles/Gospel.mid""]"
PERFORMANCE,ACC3,Ending 3,9028704fca3f55c8,2,2,"[""Factory Styles/Gospel Swing.mid"",""Factory Styles/Gospel.mid""]"
PERFORMANCE,ACC2,Fill 1,008bedb44c21871a,2,2,"[""Factory Styles/Groove Ballad.mid"",""Factory Styles/Real 16 Beat.mid""]"
PERFORMANCE,DRUM,Fill 2,9e1d7c4808338323,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,DRUM,Break,e19d1992b573ba29,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,DRUM,Ending 1,7d85a1fbc3dd9824,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,DRUM,Ending 2,bac3ef430dd58a72,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,DRUM,Ending 3,2644af555326c7d4,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,PERC,Fill 2,c170e581aa0dcb00,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,PERC,Break,b0a76979405f8669,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,PERC,Ending 1,0e8699a73aec6c5b,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,PERC,Ending 2,0e8699a73aec6c5b,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,PERC,Ending 3,7c886b3d3f6f195f,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,BASS,Fill 2,36b2fe7c080bf9b0,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,BASS,Break,20005ef022a21354,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,BASS,Ending 1,bc869ba77c6de820,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,BASS,Ending 2,5aa27cd641f6fe0a,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,BASS,Ending 3,49951217de1c8c83,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC1,Fill 2,62559c9ca051c710,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC1,Break,62559c9ca051c710,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC1,Ending 1,0cc7b38e990dcfe9,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC1,Ending 2,8a578e4bfc2e3835,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC1,Ending 3,474e605fc108925c,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC2,Fill 2,5128c0fa16f91176,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC2,Break,5128c0fa16f91176,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC2,Ending 1,575cc3f5ea887892,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC2,Ending 2,e7484d0828ed64a6,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC2,Ending 3,5128c0fa16f91176,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC3,Fill 2,543d331812335ad3,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC3,Break,543d331812335ad3,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC3,Ending 1,2ade9049e3b5e136,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC3,Ending 2,57013dd075bf1376,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC3,Ending 3,7856adfbe875f752,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC4,Ending 1,bdb0a453fb095405,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC4,Ending 2,3acd6426eef2c2d3,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC4,Ending 3,0545955a087aef91,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC5,Break,87d5f8839af66fe2,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC5,Ending 1,e4c91f6aeb5b5c1a,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,DRUM,Ending 1,5ae59ce58e530554,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,PERC,Ending 1,af79487753c2b030,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,BASS,Ending 1,bc27b4f69f3e450c,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC1,Ending 1,0aeb1b79ba9dcf86,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC2,Ending 1,8755f33bcab446e8,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC3,Ending 1,f51c005ea05e941c,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC4,Ending 1,8b392733b49fd3a0,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC5,Ending 1,2fae92120ac67200,2,2,"[""Factory Styles/Half Beat.mid"",""Factory Styles/Modern Beat.mid""]"
PERFORMANCE,ACC2,Ending 3,91cbcfd0604660a0,2,2,"[""Factory Styles/Hully Gully.mid"",""Factory Styles/Take Beat.mid""]"
PERFORMANCE,ACC5,Ending 3,cbb48230b8ed63e8,2,2,"[""Factory Styles/Hully Gully.mid"",""Factory Styles/Kool Funk.mid""]"
PERFORMANCE,ACC3,Break,fcc64df40ac60bc6,2,2,"[""Factory Styles/Irish Fox.mid"",""Factory Styles/Slow 6_8.mid""]"
PERFORMANCE,ACC3,Fill 1,e41979392ba14149,2,2,"[""Factory Styles/Italian Fox.mid"",""Factory Styles/Italian Polka 1.mid""]"
PERFORMANCE,ACC4,Variation 2,91cbcfd0604660a0,2,2,"[""Factory Styles/Italian Fox.mid"",""Factory Styles/SchlagerShuffle1.mid""]"
PERFORMANCE,BASS,Ending 1,e7b62ad419554c62,2,2,"[""Factory Styles/Italian Polka 1.mid"",""Factory Styles/Italian Polka 2.mid""]"
PERFORMANCE,ACC4,Variation 4,abab7a8149c77c22,2,2,"[""Factory Styles/Italian Polka 1.mid"",""Factory Styles/Waltz Ballad.mid""]"
PERFORMANCE,DRUM,Variation 1,4626ff902057cc75,2,2,"[""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
PERFORMANCE,DRUM,Variation 2,7586e38b689a145e,2,2,"[""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
PERFORMANCE,DRUM,Variation 4,c0cdb92bdd55d9a7,2,2,"[""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
PERFORMANCE,BASS,Variation 1,c0d646c4773d845f,2,2,"[""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
PERFORMANCE,BASS,Intro 2,9782e77189c4973d,2,2,"[""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
PERFORMANCE,BASS,Break,25eeba81fae8e9e2,2,2,"[""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
PERFORMANCE,ACC3,Variation 2,6df72b26f0108d1c,2,2,"[""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
PERFORMANCE,ACC3,Variation 4,5082349cf23e43b3,2,2,"[""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
PERFORMANCE,ACC3,Fill 2,ee6519fcf5024b30,2,2,"[""Factory Styles/Italian Tango 1.mid"",""Factory Styles/Italian Tango 2.mid""]"
PERFORMANCE,ACC4,Fill 2,7a1899becfa94bb8,2,2,"[""Factory Styles/Italian Tango 2.mid"",""Factory Styles/Slow Band.mid""]"
PERFORMANCE,DRUM,Break,feeaed8467d9eafb,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,DRUM,Ending 1,aabd2bb1d59553cd,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,DRUM,Ending 3,d619ab1e88aad138,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,PERC,Break,2f243b552e9f21ee,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,PERC,Ending 1,efa218a69ff77765,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,BASS,Fill 2,83448b76599e3aca,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,BASS,Ending 1,81f58bc1fb7ea3bc,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,BASS,Ending 2,3c36c88d2b9b60de,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,BASS,Ending 3,d873fc0321d458f1,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC1,Ending 1,bb3f7832df88a10e,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC1,Ending 2,0acea9b70b1fe19e,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC1,Ending 3,41610dae08bc4ca3,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC2,Fill 2,0613076c48ff088a,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC2,Ending 1,c74e9ce5f20882dc,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC2,Ending 2,27dae6847892d3c4,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC2,Ending 3,0b15b03363f9f592,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC3,Fill 2,b3da5a25b213a347,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC3,Ending 1,83c6ac930811357d,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC3,Ending 1,32d181b3ad8d2348,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC3,Ending 3,41bc8a9a59101ae9,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,DRUM,Ending 1,a4fe8cb2d26e68fe,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,DRUM,Ending 3,e6e92466dc216877,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,PERC,Ending 1,f39e8d093186eeab,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,BASS,Fill 2,38c54b8ef7a1f142,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,BASS,Ending 1,f9230a33f7216789,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,BASS,Ending 2,9673c8e4ab8733a0,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,BASS,Ending 3,b91c948ba3b44158,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC1,Ending 1,a449f555c45e4b7e,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC1,Ending 2,987400f54c9f9dc0,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC1,Ending 3,c428e74c691c60ae,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC2,Fill 2,23b5cf394993a581,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC2,Ending 1,1f7e4942cb15bf00,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC2,Ending 2,c080334e5a0711db,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC2,Ending 3,69b9113ae809e2c7,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC3,Fill 2,cff930a9fc710184,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC3,Ending 1,5ca390a6652d4a1f,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC3,Ending 1,c80e3b40e8daa1e7,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC3,Ending 3,3b7531958f92c0c6,2,2,"[""Factory Styles/Jazz Funk.mid"",""Factory Styles/Motown Shuffle 1.mid""]"
PERFORMANCE,ACC1,Fill 2,29b68bc28cd76881,2,2,"[""Factory Styles/Kool Funk.mid"",""Factory Styles/Slow Band.mid""]"
PERFORMANCE,ACC2,Fill 2,cab2fb13ea1ad71d,2,2,"[""Factory Styles/Love Disco.mid"",""Factory Styles/Pop Funk 1.mid""]"
PERFORMANCE,ACC5,Variation 2,29b68bc28cd76881,2,2,"[""Factory Styles/Love Disco.mid"",""Factory Styles/Unplugged Latin.mid""]"
PERFORMANCE,BASS,Intro 2,6740dcf13ac40f08,2,2,"[""Factory Styles/Modern Beat.mid"",""Factory Styles/Pop Funk.mid""]"
PERFORMANCE,DRUM,Ending 3,b29e00cd08212b81,2,2,"[""Factory Styles/Oberkr_ Polka 2.mid"",""Factory Styles/Schlager Polka.mid""]"
PERFORMANCE,PERC,Ending 3,ff59ec1aa3813d43,2,2,"[""Factory Styles/Oberkr_ Polka 2.mid"",""Factory Styles/Schlager Polka.mid""]"
PERFORMANCE,BASS,Ending 3,1efb86e0dc60e68a,2,2,"[""Factory Styles/Oberkr_ Polka 2.mid"",""Factory Styles/Schlager Polka.mid""]"
PERFORMANCE,ACC1,Ending 3,ad8c2034e0695d6f,2,2,"[""Factory Styles/Oberkr_ Polka 2.mid"",""Factory Styles/Schlager Polka.mid""]"
PERFORMANCE,ACC2,Ending 3,32a838b0db3dac9f,2,2,"[""Factory Styles/Oberkr_ Polka 2.mid"",""Factory Styles/Schlager Polka.mid""]"
PERFORMANCE,ACC3,Ending 3,5031136c7c6d90e6,2,2,"[""Factory Styles/Oberkr_ Polka 2.mid"",""Factory Styles/Schlager Polka.mid""]"
PERFORMANCE,ACC4,Ending 3,faf04578c2104fdd,2,2,"[""Factory Styles/Oberkr_ Polka 2.mid"",""Factory Styles/Schlager Polka.mid""]"
PERFORMANCE,ACC5,Ending 3,cb3f8e2d3b946500,2,2,"[""Factory Styles/Oberkr_ Polka 2.mid"",""Factory Styles/Schlager Polka.mid""]"
PERFORMANCE,DRUM,Intro 3,80b66146b7be209c,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,DRUM,Ending 3,bc43ad386edf9e2e,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,PERC,Ending 3,e37c93772b33a1e0,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,BASS,Fill 1,b17d24d500a00ed4,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,BASS,Ending 3,0811212c1a3150d1,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,ACC1,Ending 3,36a04ed9139f6842,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,ACC2,Ending 3,ec103780326824c7,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,ACC3,Ending 3,08234e6ee9f262b4,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,ACC4,Ending 3,08234e6ee9f262b4,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,ACC5,Ending 3,3acdcf404f28c021,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,BASS,Fill 1,7d9aa66650013698,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,BASS,Fill 2,7d9aa66650013698,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,BASS,Break,7d9aa66650013698,2,2,"[""Factory Styles/Oberkr_ Waltz 1.mid"",""Factory Styles/Oberkr_ Waltz 2.mid""]"
PERFORMANCE,BASS,Intro 2,91cbcfd0604660a0,2,2,"[""Factory Styles/Orchestral Tango.mid"",""Factory Styles/Techno.mid""]"
PERFORMANCE,DRUM,Intro 3,8d622a35e2e36b36,2,2,"[""Factory Styles/Organ Foxtrot.mid"",""Factory Styles/Quick Step 1.mid""]"
PERFORMANCE,ACC3,Break,fd2de9b6baf0bc5c,2,2,"[""Factory Styles/Organ Foxtrot.mid"",""Factory Styles/Quick Step 1.mid""]"
PERFORMANCE,ACC1,Variation 4,6b685b1c61bed217,2,2,"[""Factory Styles/Pop 12_8.mid"",""Factory Styles/Pop Chart 2.mid""]"
PERFORMANCE,ACC1,Break,838fc4d5f3b7a93d,2,2,"[""Factory Styles/Pop 12_8.mid"",""Factory Styles/Pop Chart 2.mid""]"
PERFORMANCE,ACC5,Intro 2,008bedb44c21871a,2,2,"[""Factory Styles/Pop Chart 2.mid"",""Factory Styles/Pop Hit Ballad.mid""]"
PERFORMANCE,BASS,Intro 3,8ba9b6f257b9b138,2,2,"[""Factory Styles/Pop Funk 2.mid"",""Factory Styles/Soft 16 Beat.mid""]"
PERFORMANCE,ACC2,Break,a1a96418c9dd8855,2,2,"[""Factory Styles/Pop Funk.mid"",""Factory Styles/UnpluggedBallad1.mid""]"
PERFORMANCE,ACC1,Variation 1,2ee4f5e418bd22d5,2,2,"[""Factory Styles/Pop Hit Ballad.mid"",""Factory Styles/Soft 16 Beat.mid""]"
PERFORMANCE,ACC5,Ending 3,dcc7e767310982b0,2,2,"[""Factory Styles/Pop Hit Ballad.mid"",""Factory Styles/Samba Medley.mid""]"
PERFORMANCE,BASS,Variation 1,77be4c2eacc1a043,2,2,"[""Factory Styles/Pop Schlager.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
PERFORMANCE,BASS,Variation 2,77be4c2eacc1a043,2,2,"[""Factory Styles/Pop Schlager.mid"",""Factory Styles/Volkst_ Schlager.mid""]"
PERFORMANCE,DRUM,Fill 2,5d41baaa986891aa,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,DRUM,Break,ea09a903e8ebb116,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,DRUM,Ending 2,70d3cebedc07f887,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,DRUM,Ending 3,1a16b0b4acc06bff,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,PERC,Ending 2,3e099eb984319bbf,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,BASS,Fill 2,e21abf8397b75034,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,BASS,Ending 1,8ea057e7b7a3b000,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,BASS,Ending 2,c983eeb1a81afe3c,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,BASS,Ending 3,0b9ab48e1ac4900b,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC1,Fill 2,1e7809f280e7939c,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC1,Ending 1,674d01e46a9ff67f,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC1,Ending 2,a8a6e6db1c4dd8d9,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC1,Ending 3,777930817ddad37f,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC2,Fill 2,09aef743d4e29bd7,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC2,Ending 1,a441f6e5d348406f,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC2,Ending 2,940fc54e02a0c580,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC2,Ending 3,70997726b4f00695,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC3,Fill 2,567c59b41519b288,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC3,Ending 1,eb83b551279820ed,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC3,Ending 2,e8a00e78ad9a79f6,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
PERFORMANCE,ACC3,Ending 3,e7d19e473d376cbd,2,2,"[""Factory Styles/Pop Shuffle 2.mid"",""Factory Styles/Pop Shuffle 3.mid""]"
